,Plate 96,Well 96,Chemical name,Prestwick number,CAS number,Chemical formula,Class,Effect
882,Plate10,B07,Cefazolin sodium salt,Prestw-736,27164-46-1,C14H13N8NaO4S3,"['Metabolism', 'Infectiology']",['Antibacterial']
883,Plate10,B08,Trimetozine,Prestw-1702,635-41-6,C14H19NO5,['Central Nervous System'],['Sedative']
884,Plate10,B09,Folinic acid calcium salt,Prestw-738,6035-45-6,C20H21CaN7O7,['Hematology'],['Antianemic']
885,Plate10,B10,Levonordefrin,Prestw-739,829-74-3,C9H13NO3,['Cardiovascular'],['Vasoconstrictor']
886,Plate10,B11,Ebselen,Prestw-740,60940-34-3,C13H9NOSe,['Metabolism'],['Anti-inflammatory']
887,Plate10,B12,DMSO,,,,,
888,Plate10,C01,DMSO,,,,,
889,Plate10,C02,Nadide,Prestw-741,53-84-9,C21H27N7O14P2,['Metabolism'],[nan]
890,Plate10,C03,Sulfamethizole,Prestw-742,144-82-1,C9H10N4O2S2,"['Metabolism', 'Infectiology']",['Antibacterial']
891,Plate10,C04,Medrysone,Prestw-743,2668-66-8,C22H32O3,['Metabolism'],['Anti-inflammatory']
892,Plate10,C05,Flunixin meglumine,Prestw-744,42461-84-7,C21H28F3N3O7,"['Central Nervous System', 'Metabolism']","['Analgesic', 'Anti-inflammatory', 'Antipyretic']"
893,Plate10,C06,Spiramycin,Prestw-745,8025-81-8,C43H73N2O14R,"['Metabolism', 'Infectiology']",['Antibacterial']
894,Plate10,C07,Glycopyrrolate,Prestw-746,596-51-0,C19H28BrNO3,"['Gastroenterology', 'Neuromuscular']",['Antispastic']
895,Plate10,C08,Aprepitant,Prestw-1600,170729-80-3,C23H21F7N4O3,['Metabolism'],['Antiemetic']
896,Plate10,C09,Monensin sodium salt,Prestw-748,22373-78-0,C36H61NaO11,['Infectiology'],['Antibacterial']
897,Plate10,C10,Isoetharine mesylate salt,Prestw-749,7279-75-6,C14H25NO6S,['Respiratory'],['Bronchodilator']
898,Plate10,C11,"Mevalonic-D, L acid lactone",Prestw-750,674-26-0,C6H10O3,['Cardiovascular'],['Antilipemic']
899,Plate10,C12,DMSO,,,,,
900,Plate10,D01,DMSO,,,,,
901,Plate10,D02,Terazosin hydrochloride,Prestw-751,63590-64-7,C19H26ClN5O4,['Cardiovascular'],['Antihypertensive']
902,Plate10,D03,Phenazopyridine hydrochloride,Prestw-752,136-40-3,C11H12ClN5,['Central Nervous System'],['Analgesic']
903,Plate10,D04,Demeclocycline hydrochloride,Prestw-753,64-73-3,C21H22Cl2N2O8,"['Metabolism', 'Infectiology']",['Antibacterial']
904,Plate10,D05,Fenoprofen calcium salt dihydrate,Prestw-754,53746-45-5,C30H30CaO8,['Metabolism'],['Anti-inflammatory']
905,Plate10,D06,Piperacillin sodium salt,Prestw-755,59703-84-3,C23H26N5NaO7S,"['Metabolism', 'Infectiology']",['Antibacterial']
906,Plate10,D07,Diethylstilbestrol,Prestw-756,56-53-1,C18H20O2,"['Endocrinology', 'Oncology']",[nan]
907,Plate10,D08,Chlorotrianisene,Prestw-757,569-57-3,C23H21ClO3,"['Endocrinology', 'Oncology']",['Antineoplastic']
908,Plate10,D09,Ribostamycin sulfate salt,Prestw-758,53797-35-6,C17H36N4O14S,"['Metabolism', 'Infectiology']",['Antibacterial']
909,Plate10,D10,Methacholine chloride,Prestw-759,62-51-1,C8H18ClNO2,"['Diagnostic', 'Respiratory']",[nan]
910,Plate10,D11,Pipenzolate bromide,Prestw-760,125-51-9,C22H28BrNO3,"['Gastroenterology', 'Neuromuscular']",['Antispastic']
911,Plate10,D12,DMSO,,,,,
912,Plate10,E01,DMSO,,,,,
913,Plate10,E02,Butamben,Prestw-761,94-25-7,C11H15NO2,['Central Nervous System'],['Anesthetic']
914,Plate10,E03,Sulfapyridine,Prestw-762,144-83-2,C11H11N3O2S,"['Metabolism', 'Infectiology']",['Antibacterial']
915,Plate10,E04,Meclofenoxate hydrochloride,Prestw-763,3685-84-5,C12H17Cl2NO3,['Central Nervous System'],['CNS Stimulant']
916,Plate10,E05,Furaltadone hydrochloride,Prestw-764,3759-92-0,C13H17ClN4O6,['Infectiology'],['Antibacterial']
917,Plate10,E06,Ethoxyquin,Prestw-765,91-53-2,C14H19NO,['Metabolism'],['Antifungal']
918,Plate10,E07,Tinidazole,Prestw-766,19387-91-8,C8H13N3O4S,['Infectiology'],"['Antiamebic', 'Antibacterial']"
919,Plate10,E08,Guanadrel sulfate,Prestw-767,22195-34-2,C20H40N6O8S,['Cardiovascular'],['Antihypertensive']
920,Plate10,E09,Vidarabine,Prestw-768,5536-17-4,C10H13N5O4,['Metabolism'],['Antiviral']
921,Plate10,E10,Sulfameter,Prestw-769,651-06-9,C11H12N4O3S,"['Metabolism', 'Infectiology']",['Antibacterial']
922,Plate10,E11,Isopropamide iodide,Prestw-770,71-81-8,C23H33IN2O,['Metabolism'],['Antiulcer']
923,Plate10,E12,DMSO,,,,,
924,Plate10,F01,DMSO,,,,,
925,Plate10,F02,Alclometasone dipropionate,Prestw-771,66734-13-2,C28H37ClO7,['Metabolism'],['Anti-inflammatory']
926,Plate10,F03,Leflunomide,Prestw-772,75706-12-6,C12H9F3N2O2,['Immunology'],['Immunosuppressant']
927,Plate10,F04,Norgestrel-(-)-D,Prestw-773,797-63-7,C21H28O2,['Endocrinology'],['Contraceptive']
928,Plate10,F05,Fluocinonide,Prestw-774,356-12-7,C26H32F2O7,['Metabolism'],['Anti-inflammatory']
929,Plate10,F06,Sulfamethazine sodium salt,Prestw-775,1981-58-4,C12H13N4NaO2S,"['Metabolism', 'Infectiology']",['Antibacterial']
930,Plate10,F07,Guaifenesin,Prestw-776,93-14-1,C10H14O4,['Respiratory'],"['Bronchodilator', 'Expectorant']"
931,Plate10,F08,Alexidine dihydrochloride,Prestw-777,22573-93-9,C26H58Cl2N10,['Infectiology'],['Antibacterial']
932,Plate10,F09,Proadifen hydrochloride,Prestw-778,62-68-0,C23H32ClNO2,['Neuromuscular'],['Local anesthetic']
933,Plate10,F10,Zomepirac sodium salt,Prestw-779,64092-48-4,C15H13ClNNaO3,['Metabolism'],['Anti-inflammatory']
934,Plate10,F11,Cinoxacin,Prestw-780,28657-80-9,C12H10N2O5,"['Metabolism', 'Infectiology']",['Antibacterial']
935,Plate10,F12,DMSO,,,,,
936,Plate10,G01,DMSO,,,,,
937,Plate10,G02,Clobetasol propionate,Prestw-781,25122-46-7,C25H32ClFO5,['Metabolism'],['Anti-inflammatory']
938,Plate10,G03,Podophyllotoxin,Prestw-782,518-28-5,C22H22O8,['Metabolism'],['Antiviral']
939,Plate10,G04,Clofibric acid,Prestw-783,882-09-7,C10H11ClO3,['Metabolism'],['Antilipemic']
940,Plate10,G05,Bendroflumethiazide,Prestw-784,73-48-3,C15H14F3N3O4S2,['Cardiovascular'],"['Antihypertensive', 'Diuretic']"
941,Plate10,G06,Dicumarol,Prestw-785,66-76-2,C19H12O6,['Hematology'],['Anticoagulant']
942,Plate10,G07,Methimazole,Prestw-786,60-56-0,C4H6N2S,['Endocrinology'],[nan]
943,Plate10,G08,Merbromin,Prestw-787,129-16-8,C20H8Br2HgNa2O6,['Infectiology'],['Antibacterial']
944,Plate10,G09,Hexylcaine hydrochloride,Prestw-788,532-76-3,C16H24ClNO2,['Dermatology'],['Anesthetic']
945,Plate10,G10,Drofenine hydrochloride,Prestw-789,548-66-3,C20H32ClNO2,['Neuromuscular'],['Antispastic']
946,Plate10,G11,Cycloheximide,Prestw-790,66-81-9,C15H23NO4,['Infectiology'],['Antibacterial']
947,Plate10,G12,DMSO,,,,,
948,Plate10,H01,DMSO,,,,,
949,Plate10,H02,(R) -Naproxen sodium salt,Prestw-791,23979-41-1,C14H13NaO3,['Metabolism'],['Anti-inflammatory']
950,Plate10,H03,Propidium iodide,Prestw-792,25535-16-4,C27H34I2N4,['Infectiology'],['Antibacterial']
951,Plate10,H04,Cloperastine hydrochloride,Prestw-793,14984-68-0,C20H25Cl2NO,['Respiratory'],['Antitussive']
952,Plate10,H05,Eucatropine hydrochloride,Prestw-794,536-93-6,C17H26ClNO3,"['Neuromuscular', 'Ophthalmology']",['Antiglaucoma']
953,Plate10,H06,Isocarboxazid,Prestw-795,59-63-2,C12H13N3O2,['Central Nervous System'],['Antidepressant']
954,Plate10,H07,Lithocholic acid,Prestw-796,434-13-9,C24H40O3,['Metabolism'],"['Cholagogue', 'Choleretic']"
955,Plate10,H08,Methotrimeprazine maleat salt,Prestw-797,7104-38-3,C23H28N2O5S,['Central Nervous System'],"['Analgesic', 'Antiemetic', 'Sedative']"
956,Plate10,H09,Dienestrol,Prestw-798,84-17-3,C18H18O2,['Endocrinology'],[nan]
957,Plate10,H10,Pridinol methanesulfonate salt,Prestw-799,6856-31-1,C21H29NO4S,['Central Nervous System'],['Antiparkinsonian']
958,Plate10,H11,Amrinone,Prestw-800,60719-84-8,C10H9N3O,['Cardiovascular'],[nan]
959,Plate10,H12,DMSO,,,,,
960,Plate11,A01,DMSO,,,,,
961,Plate11,A02,Carbinoxamine maleate salt,Prestw-801,3505-38-2,C20H23ClN2O5,"['Allergology', 'Metabolism']",['Antihistaminic']
962,Plate11,A03,Methazolamide,Prestw-802,554-57-4,C5H8N4O3S2,"['Metabolism', 'Ophthalmology']","['Antiglaucoma', 'Diuretic']"
963,Plate11,A04,Pyrithyldione,Prestw-803,77-04-3,C9H13NO2,['Central Nervous System'],"['Hypnotic', 'Sedative']"
964,Plate11,A05,Spectinomycin dihydrochloride,Prestw-804,21736-83-4,C14H26Cl2N2O7,"['Metabolism', 'Infectiology']",['Antibacterial']
965,Plate11,A06,Piromidic acid,Prestw-805,19562-30-2,C14H16N4O3,"['Metabolism', 'Infectiology']",['Antibacterial']
966,Plate11,A07,Trimipramine maleate salt,Prestw-806,521-78-8,C24H30N2O4,['Central Nervous System'],['Antidepressant']
967,Plate11,A08,Chloropyramine hydrochloride,Prestw-807,6170-42-9,C16H21Cl2N3,['Allergology'],['Antihistaminic']
968,Plate11,A09,Furazolidone,Prestw-808,67-45-8,C8H7N3O5,['Metabolism'],[nan]
969,Plate11,A10,Dichlorphenamide,Prestw-809,120-97-8,C6H6Cl2N2O4S2,['Ophthalmology'],['Antiglaucoma']
970,Plate11,A11,Sulconazole nitrate,Prestw-810,61318-91-0,C18H16Cl3N3O3S,['Metabolism'],['Antifungal']
971,Plate11,A12,DMSO,,,,,
972,Plate11,B01,DMSO,,,,,
973,Plate11,B02,Auranofin,Prestw-1233,34031-32-8,C20H34AuO9PS,['Metabolism'],['Analgesic']
974,Plate11,B03,Cromolyn disodium salt,Prestw-812,15826-37-6,C23H14Na2O11,"['Allergology', 'Metabolism', 'Respiratory']","['Antiasthmatic', 'Anti-inflammatory']"
975,Plate11,B04,Bucladesine sodium salt,Prestw-813,16980-89-5,C18H23N5NaO8P,['Cardiovascular'],[nan]
976,Plate11,B05,Cefsulodin sodium salt,Prestw-814,52152-93-9,C22H19N4NaO8S2,"['Metabolism', 'Infectiology']",['Antibacterial']
977,Plate11,B06,Fosfosal,Prestw-815,6064-83-1,C7H7O6P,['Central Nervous System'],['Analgesic']
978,Plate11,B07,Suprofen,Prestw-816,40828-46-4,C14H12O3S,"['Central Nervous System', 'Metabolism']","['Analgesic', 'Anti-inflammatory']"
979,Plate11,B08,Deflazacort,Prestw-1509,14484-47-0,C25H31NO6,"['Immunology', 'Metabolism']","['Anti-inflammatory', 'Immunosuppressant']"
980,Plate11,B09,Nadolol,Prestw-818,42200-33-9,C17H27NO4,['Cardiovascular'],"['Antianginal', 'Antihypertensive']"
981,Plate11,B10,Moxalactam disodium salt,Prestw-819,64953-12-4,C20H18N6Na2O9S,"['Metabolism', 'Infectiology']",['Antibacterial']
982,Plate11,B11,Aminophylline,Prestw-820,317-34-0,C16H24N10O4,"['Cardiovascular', 'Central Nervous System', 'Metabolism', 'Respiratory']","['Bronchodilator', 'CNS Stimulant', 'Diuretic', 'Muscle relaxant', 'Vasodilator']"
983,Plate11,B12,DMSO,,,,,
984,Plate11,C01,DMSO,,,,,
985,Plate11,C02,Azlocillin sodium salt,Prestw-821,37091-65-9,C20H22N5NaO6S,"['Metabolism', 'Infectiology']",['Antibacterial']
986,Plate11,C03,Clidinium bromide,Prestw-822,3485-62-9,C22H26BrNO3,['Neuromuscular'],['Antispastic']
987,Plate11,C04,Sulfamonomethoxine,Prestw-823,1220-83-3,C11H12N4O3S,['Metabolism'],['Antibacterial']
988,Plate11,C05,Benzthiazide,Prestw-824,91-33-8,C15H14ClN3O4S3,['Cardiovascular'],"['Antihypertensive', 'Diuretic']"
989,Plate11,C06,Trichlormethiazide,Prestw-825,133-67-5,C8H8Cl3N3O4S2,['Cardiovascular'],"['Antihypertensive', 'Diuretic']"
990,Plate11,C07,Oxalamine citrate salt,Prestw-826,1949-20-8,C20H27N3O8,"['Central Nervous System', 'Metabolism', 'Respiratory']","['Anti-inflammatory', 'Antispastic', 'Antitussive']"
991,Plate11,C08,Propantheline bromide,Prestw-827,50-34-0,C23H30BrNO3,['Neuromuscular'],['Antispastic']
992,Plate11,C09,Viloxazine hydrochloride,Prestw-1361,35604-67-2,C13H20ClNO3,['Central Nervous System'],['Antidepressant']
993,Plate11,C10,Dimethadione,Prestw-829,695-53-4,C5H7NO3,['Central Nervous System'],['Anticonvulsant']
994,Plate11,C11,Ethaverine hydrochloride,Prestw-830,985-13-7,C24H30ClNO4,['Central Nervous System'],['Antispastic']
995,Plate11,C12,DMSO,,,,,
996,Plate11,D01,DMSO,,,,,
997,Plate11,D02,Butacaine,Prestw-831,149-16-6,C18H30N2O2,['Dermatology'],['Anesthetic']
998,Plate11,D03,Cefoxitin sodium salt,Prestw-832,33564-30-6,C16H16N3NaO7S2,"['Metabolism', 'Infectiology']",['Antibacterial']
999,Plate11,D04,Ifosfamide,Prestw-833,3778-73-2,C7H15Cl2N2O2P,['Oncology'],['Antineoplastic']
1000,Plate11,D05,Novobiocin sodium salt,Prestw-834,1476-53-5,C31H35N2NaO11,"['Metabolism', 'Infectiology']",['Antibacterial']
1001,Plate11,D06,"Tetrahydroxy-1,4-quinone hydrate",Prestw-835,123334-16-7,C6H6O7,['Dermatology'],['Keratolytic']
1002,Plate11,D07,Indoprofen,Prestw-836,31842-01-0,C17H15NO3,"['Central Nervous System', 'Metabolism']","['Analgesic', 'Anti-inflammatory']"
1003,Plate11,D08,Carbenoxolone disodium salt,Prestw-837,7421-40-1,C34H48Na2O7,['Metabolism'],['Antiulcer']
1004,Plate11,D09,Iocetamic acid,Prestw-838,16034-77-8,C12H13I3N2O3,['Diagnostic'],['Contrastant']
1005,Plate11,D10,Ganciclovir,Prestw-839,82410-32-0,C9H13N5O4,['Metabolism'],['Antiviral']
1006,Plate11,D11,Ethopropazine hydrochloride,Prestw-840,1094-08-2,C19H25ClN2S,['Central Nervous System'],['Antiparkinsonian']
1007,Plate11,D12,DMSO,,,,,
1008,Plate11,E01,DMSO,,,,,
1009,Plate11,E02,Olanzapine,Prestw-1455,132539-06-1,C17H20N4S,['Central Nervous System'],['Antipsychotic']
1010,Plate11,E03,Trimeprazine tartrate,Prestw-842,4330-99-8,C40H50N4O6S2,"['Allergology', 'Central Nervous System', 'Dermatology']","['Antihistaminic', 'Antipruritic', 'Sedative']"
1011,Plate11,E04,Nafcillin sodium salt monohydrate,Prestw-843,7177-50-6,C21H23N2NaO6S,"['Metabolism', 'Infectiology']",['Antibacterial']
1012,Plate11,E05,Procyclidine hydrochloride,Prestw-844,1508-76-5,C19H30ClNO,['Central Nervous System'],"['Antiparkinsonian', 'Muscle relaxant']"
1013,Plate11,E06,Amiprilose hydrochloride,Prestw-845,60414-06-4,C14H28ClNO6,['Immunology'],['Immunomodulator']
1014,Plate11,E07,Ethynylestradiol 3-methyl ether,Prestw-846,72-33-3,C21H26O2,['Endocrinology'],[nan]
1015,Plate11,E08,(-) -Levobunolol hydrochloride,Prestw-847,27912-14-7,C17H26ClNO3,['Ophthalmology'],['Antiglaucoma']
1016,Plate11,E09,Iodixanol,Prestw-848,92339-11-2,C35H44I6N6O15,['Diagnostic'],['Contrastant']
1017,Plate11,E10,Clinafloxacin,Prestw-1379,105956-97-6,C17H17ClFN3O3,"['Infectiology', 'Metabolism']",['Antibacterial']
1018,Plate11,E11,Equilin,Prestw-850,474-86-2,C18H20O2,['Endocrinology'],[nan]
1019,Plate11,E12,DMSO,,,,,
1020,Plate11,F01,DMSO,,,,,
1021,Plate11,F02,Paroxetine Hydrochloride,Prestw-851,110429-35-1,C19H21ClFNO3,['Central Nervous System'],"['Antidepressant', 'CNS Stimulant']"
1022,Plate11,F03,Nylidrin,Prestw-1454,447-41-6,C19H25NO2,['Cardiovascular'],['Vasodilator']
1023,Plate11,F04,Liothyronine,Prestw-853,6893-02-3,C15H12I3NO4,['Endocrinology'],[nan]
1024,Plate11,F05,Roxithromycin,Prestw-854,80214-83-1,C41H76N2O15,"['Metabolism', 'Infectiology']",['Antibacterial']
1025,Plate11,F06,Beclomethasone dipropionate,Prestw-855,5534-09-8,C28H37ClO7,['Metabolism'],['Anti-inflammatory']
1026,Plate11,F07,Tolmetin sodium salt dihydrate,Prestw-856,64490-92-2,C15H18NNaO5,['Metabolism'],['Anti-inflammatory']
1027,Plate11,F08,(+) -Levobunolol hydrochloride,Prestw-857,47141-41-3,C17H26ClNO3,['Ophthalmology'],['Antiglaucoma']
1028,Plate11,F09,Doxazosin mesylate,Prestw-858,77883-43-3,C24H29N5O8S,['Cardiovascular'],['Antihypertensive']
1029,Plate11,F10,Fluvastatin sodium salt,Prestw-859,93957-55-2,C24H25FNNaO4,['Cardiovascular'],['Antilipemic']
1030,Plate11,F11,Methylhydantoin-5-(L),Prestw-860,40856-73-3,C4H6N2O2,['Central Nervous System'],['Anticonvulsant']
1031,Plate11,F12,DMSO,,,,,
1032,Plate11,G01,DMSO,,,,,
1033,Plate11,G02,Gabapentin,Prestw-861,60142-96-3,C9H17NO2,['Central Nervous System'],['Anticonvulsant']
1034,Plate11,G03,Raloxifene hydrochloride,Prestw-862,82640-04-8,C28H28ClNO4S,"['Endocrinology', 'Oncology']",[nan]
1035,Plate11,G04,"Etidronic acid, disodium salt",Prestw-863,7414-83-7,C2H6Na2O7P2,['Metabolism'],"['Antiosteoporetic', 'Chelating']"
1036,Plate11,G05,Methylhydantoin-5-(D),Prestw-864,55147-68-7,C4H6N2O2,[nan],[nan]
1037,Plate11,G06,Simvastatin,Prestw-865,79902-63-9,C25H38O5,['Cardiovascular'],['Antilipemic']
1038,Plate11,G07,Azacytidine-5,Prestw-866,320-67-2,C8H12N4O5,['Oncology'],['Antineoplastic']
1039,Plate11,G08,Paromomycin sulfate,Prestw-867,1263-89-4,C23H47N5O18S,"['Metabolism', 'Infectiology']","['Antiamebic', 'Antibacterial']"
1040,Plate11,G09,Acetaminophen,Prestw-868,103-90-2,C8H9NO2,['Central Nervous System'],"['Analgesic', 'Antipyretic']"
1041,Plate11,G10,Phthalylsulfathiazole,Prestw-869,85-73-4,C17H13N3O5S2,"['Metabolism', 'Infectiology']",['Antibacterial']
1042,Plate11,G11,Luteolin,Prestw-870,491-70-3,C15H10O6,['Respiratory'],['Expectorant']
1043,Plate11,G12,DMSO,,,,,
1044,Plate11,H01,DMSO,,,,,
1045,Plate11,H02,Iopamidol,Prestw-871,60166-93-0,C17H22I3N3O8,['Diagnostic'],['Contrastant']
1046,Plate11,H03,Iopromide,Prestw-872,73334-07-3,C18H24I3N3O8,['Diagnostic'],['Contrastant']
1047,Plate11,H04,Theophylline monohydrate,Prestw-873,5967-84-0,C7H10N4O3,"['Cardiovascular', 'Central Nervous System', 'Respiratory']","['Bronchodilator', 'CNS Stimulant', 'Diuretic', 'Vasodilator']"
1048,Plate11,H05,Theobromine,Prestw-874,83-67-0,C7H8N4O2,"['Cardiovascular', 'Respiratory']","['Bronchodilator', 'Diuretic']"
1049,Plate11,H06,Reserpine,Prestw-875,50-55-5,C33H40N2O9,['Central Nervous System'],['Antipsychotic']
1050,Plate11,H07,Bicalutamide,Prestw-1239,90357-06-5,C18H14F4N2O4S,"['Endocrinology', 'Oncology']",['Antineoplastic']
1051,Plate11,H08,Scopolamine hydrochloride,Prestw-877,55-16-3,C17H22ClNO4,['Central Nervous System'],['Antiemetic']
1052,Plate11,H09,Ioversol,Prestw-878,87771-40-2,C18H24I3N3O9,['Diagnostic'],['Contrastant']
1053,Plate11,H10,Rabeprazole Sodium salt,Prestw-1495,117976-89-3,C18H21N3NaO3S,['Metabolism'],['Antiulcer']
1054,Plate11,H11,Carbachol,Prestw-880,51-83-2,C6H15ClN2O2,['Cardiovascular'],"['Antihypertensive', 'Vasodilator']"
1055,Plate11,H12,DMSO,,,,,
1056,Plate12,A01,DMSO,,,,,
1057,Plate12,A02,Niacin,Prestw-881,59-67-6,C6H5NO2,['Cardiovascular'],"['Antilipemic', 'Vasodilator']"
1058,Plate12,A03,Bemegride,Prestw-882,64-65-3,C8H13NO2,"['Central Nervous System', 'Respiratory']",['CNS stimulant']
1059,Plate12,A04,Digoxigenin,Prestw-883,1672-46-4,C23H34O5,['Diagnostic'],[nan]
1060,Plate12,A05,Meglumine,Prestw-884,6284-40-8,C7H17NO5,"['Metabolism', 'Respiratory']","['Antileishmanial', 'Antiseptic', 'Expectorant']"
1061,Plate12,A06,Dolasetron mesilate,Prestw-1510,115956-13-3,C20H26N2O7S,['Central Nervous System'],['Antiemetic']
1062,Plate12,A07,Clioquinol,Prestw-886,130-26-7,C9H5ClINO,['Metabolism'],"['Antiamebic', 'Antifungal', 'Antiseptic']"
1063,Plate12,A08,Oxybenzone,Prestw-887,131-57-7,C14H12O3,['Dermatology'],[nan]
1064,Plate12,A09,Promethazine hydrochloride,Prestw-888,58-33-3,C17H21ClN2S,"['Allergology', 'Central Nervous System']","['Antihistaminic', 'Sedative']"
1065,Plate12,A10,Diacerein,Prestw-1167,13739-02-1,C19H12O8,['Immunology'],['Antiarthritic']
1066,Plate12,A11,Esmolol hydrochloride,Prestw-1137,81161-17-3,C16H26ClNO4,['Cardiovascular'],['Antiarrhythmic']
1067,Plate12,A12,DMSO,,,,,
1068,Plate12,B01,DMSO,,,,,
1069,Plate12,B02,Cortisol acetate,Prestw-1486,50-03-3,C23H32O6,['Metabolism'],['Anti-inflammatory']
1070,Plate12,B03,Flubendazol,Prestw-1416,31430-15-6,C16H12FN3O3,['Metabolism'],[nan]
1071,Plate12,B04,Felbinac,Prestw-893,5728-52-9,C14H12O2,"['Central Nervous System', 'Metabolism']","['Analgesic', 'Anti-inflammatory']"
1072,Plate12,B05,Butylparaben,Prestw-894,94-26-8,C11H14O3,['Metabolism'],['Antifungal']
1073,Plate12,B06,Aminohippuric acid,Prestw-895,61-78-9,C9H10N2O3,['Diagnostic'],[nan]
1074,Plate12,B07,N-Acetyl-L-leucine,Prestw-896,1188-21-2,C8H15NO3,['Central Nervous System'],['Antivertigo']
1075,Plate12,B08,Pipemidic acid,Prestw-897,51940-44-4,C14H17N5O3,"['Metabolism', 'Infectiology']",['Antibacterial']
1076,Plate12,B09,Dioxybenzone,Prestw-898,131-53-3,C14H12O4,['Dermatology'],[nan]
1077,Plate12,B10,Adrenosterone,Prestw-899,382-45-6,C19H24O3,['Endocrinology'],[nan]
1078,Plate12,B11,Methylatropine nitrate,Prestw-900,52-88-0,C18H26N2O6,"['Neuromuscular', 'Ophthalmology']","['Antispastic', 'Mydriatic']"
1079,Plate12,B12,DMSO,,,,,
1080,Plate12,C01,DMSO,,,,,
1081,Plate12,C02,Hymecromone,Prestw-901,90-33-5,C10H8O3,['Metabolism'],['Muscle relaxant']
1082,Plate12,C03,Abacavir Sulfate,Prestw-1512,188062-50-2,C28H38N12O6S,"['Infectiology', 'Metabolism']",['Antiviral']
1083,Plate12,C04,Diloxanide furoate,Prestw-903,3736-81-0,C14H11Cl2NO4,['Metabolism'],['Antiamebic']
1084,Plate12,C05,Metyrapone,Prestw-904,54-36-4,C14H14N2O,['Endocrinology'],[nan]
1085,Plate12,C06,Urapidil hydrochloride,Prestw-905,64887-14-5,C20H30ClN5O3,['Cardiovascular'],"['Antihypertensive', 'Vasodilator']"
1086,Plate12,C07,Fluspirilen,Prestw-906,1841-19-6,C29H31F2N3O,['Central Nervous System'],['Antipsychotic']
1087,Plate12,C08,S-(+)-ibuprofen,Prestw-907,51146-56-6,C13H18O2,"['Central Nervous System', 'Metabolism']","['Analgesic', 'Anti-inflammatory']"
1088,Plate12,C09,Ethynodiol diacetate,Prestw-908,297-76-7,C24H32O4,['Endocrinology'],['Contraceptive']
1089,Plate12,C10,Nabumetone,Prestw-909,42924-53-8,C15H16O2,"['Central Nervous System', 'Metabolism']","['Analgesic', 'Anti-inflammatory']"
1090,Plate12,C11,Nisoxetine hydrochloride,Prestw-910,57754-86-6,C17H22ClNO2,['Central Nervous System'],['Antidepressant']
1091,Plate12,C12,DMSO,,,,,
1092,Plate12,D01,DMSO,,,,,
1093,Plate12,D02,(+)-Isoproterenol (+)-bitartrate salt,Prestw-911,14638-70-1,C15H23NO9,['Respiratory'],"['Antiasthmatic', 'Bronchodilator', 'Vasodilator']"
1094,Plate12,D03,Monobenzone,Prestw-912,103-16-2,C13H12O2,['Dermatology'],[nan]
1095,Plate12,D04,2-Aminobenzenesulfonamide,Prestw-913,3306-62-5,C6H8N2O2S,['Metabolism'],['Diuretic']
1096,Plate12,D05,Estrone,Prestw-914,53-16-7,C18H22O2,['Endocrinology'],[nan]
1097,Plate12,D06,Lorglumide sodium salt,Prestw-915,97964-56-2,C22H31Cl2N2NaO4,['Metabolism'],['Antiulcer']
1098,Plate12,D07,Nitrendipine,Prestw-916,39562-70-4,C18H20N2O6,['Cardiovascular'],['Antihypertensive']
1099,Plate12,D08,Flurbiprofen,Prestw-917,5104-49-4,C15H13FO2,"['Central Nervous System', 'Metabolism']","['Analgesic', 'Anti-inflammatory']"
1100,Plate12,D09,Nimodipine,Prestw-918,66085-59-4,C21H26N2O7,['Cardiovascular'],['Vasodilator']
1101,Plate12,D10,Bacitracin,Prestw-919,1405-87-4,C66H103N17O16S,['Metabolism'],['Antibacterial']
1102,Plate12,D11,L(-)-vesamicol hydrochloride,Prestw-920,112709-59-8,C17H26ClNO,['Neuromuscular'],[nan]
1103,Plate12,D12,DMSO,,,,,
1104,Plate12,E01,DMSO,,,,,
1105,Plate12,E02,Nizatidine,Prestw-921,76963-41-2,C12H21N5O2S2,['Metabolism'],['Antiulcer']
1106,Plate12,E03,Thioperamide maleate,Prestw-922,106243-16-7,C19H28N4O4S,['Central Nervous System'],['Antiemetic']
1107,Plate12,E04,Xamoterol hemifumarate,Prestw-923,73210-73-8,C36H54N6O14,['Cardiovascular'],[nan]
1108,Plate12,E05,Rolipram,Prestw-924,61413-54-5,C16H21NO3,['Central Nervous System'],"['Antidepressant', 'Antipsychotic', 'Antipsychotic']"
1109,Plate12,E06,Thonzonium bromide,Prestw-925,553-08-2,C32H55BrN4O,['Dermatology'],['Antiseptic']
1110,Plate12,E07,Idazoxan hydrochloride,Prestw-926,79944-56-2,C11H13ClN2O2,['Central Nervous System'],"['Antiparkinsonian', 'Antipsychotic']"
1111,Plate12,E08,Quinapril HCl,Prestw-927,82586-55-8,C25H31ClN2O5,['Cardiovascular'],['Antihypertensive']
1112,Plate12,E09,Nilutamide,Prestw-928,63612-50-0,C12H10F3N3O4,['Oncology'],['Antineoplastic']
1113,Plate12,E10,Ketorolac tromethamine,Prestw-929,74103-07-4,C19H24N2O6,"['Central Nervous System', 'Metabolism']","['Analgesic', 'Anti-inflammatory', 'Antipyretic']"
1114,Plate12,E11,Protriptyline hydrochloride,Prestw-930,1225-55-4,C19H22ClN,['Central Nervous System'],['Antidepressant']
1115,Plate12,E12,DMSO,,,,,
