,Plate 384,Well 384,Plate 96,Well 96,Chemical name,Prestwick number,CAS number,Chemical formula,Class,Effect
766,Plate02,P23,Plate07,H12,DMSO,nan,nan,nan,,
767,Plate02,P24,Plate08,H12,DMSO,nan,nan,nan,,
768,Plate03,A01,Plate09,A01,DMSO,nan,nan,nan,,
769,Plate03,A02,Plate10,A01,DMSO,nan,nan,nan,,
770,Plate03,A03,Plate09,A02,Sulmazole,Prestw-641,73384-60-8,C14H13N3O2S,"['Cardiovascular', 'Metabolism']",['Cardiotonic']
771,Plate03,A04,Plate10,A02,Althiazide,Prestw-721,5588-16-9,C11H14ClN3O4S3,['Metabolism'],"['Antihypertensive', 'Diuretic']"
772,Plate03,A05,Plate09,A03,Gefitinib,Prestw-1270,184475-35-2,C22H24ClFN4O3,['Oncology'],['Antineoplastic']
773,Plate03,A06,Plate10,A03,Isopyrin hydrochloride,Prestw-722,18342-39-7,C14H20ClN3O,"['Central Nervous System', 'Metabolism']","['Analgesic', 'Anti-inflammatory', 'Antipyretic']"
774,Plate03,A07,Plate09,A04,Flunisolide,Prestw-643,3385-03-3,C24H31FO6,['Endocrinology'],['Anti-inflammatory']
775,Plate03,A08,Plate10,A04,Phenethicillin potassium salt,Prestw-723,132-93-4,C17H19KN2O5S,"['Infectiology', 'Metabolism']",['Antibacterial']
776,Plate03,A09,Plate09,A05,N-Acetyl-DL-homocysteine Thiolactone,Prestw-644,1195-16-0,C6H9NO2S,['Respiratory'],['Expectorant']
777,Plate03,A10,Plate10,A05,Sulfamethoxypyridazine,Prestw-724,80-35-3,C11H12N4O3S,"['Infectiology', 'Metabolism']",['Antibacterial']
778,Plate03,A11,Plate09,A06,Flurandrenolide,Prestw-645,1524-88-5,C24H33FO6,"['Dermatology', 'Endocrinology']","['Anti-inflammatory', 'Antipruritic']"
779,Plate03,A12,Plate10,A06,Deferoxamine mesylate,Prestw-725,138-14-7,C26H52N6O11S,"['Diagnostic', 'Hematology']",['Chelating']
780,Plate03,A13,Plate09,A07,Oxiconazole Nitrate,Prestw-1125,64211-46-7,C18H14Cl4N4O4,"['Infectiology', 'Metabolism']",['Antifungal']
781,Plate03,A14,Plate10,A07,Mephentermine hemisulfate,Prestw-726,1212-72-2,C22H36N2O4S,['Cardiovascular'],"['Antihypotensive', 'Vasoconstrictor']"
782,Plate03,A15,Plate09,A08,Rebamipide,Prestw-1166,90098-04-7,C19H15ClN2O4,['Metabolism'],['Antiulcer']
783,Plate03,A16,Plate10,A08,Liranaftate,Prestw-1140,88678-31-3,C18H20N2O2S,"['Infectiology', 'Metabolism']",['Antifungal']
784,Plate03,A17,Plate09,A09,Nilvadipine,Prestw-1154,75530-68-6,C19H19N3O6,['Cardiovascular'],"['Antianginal', 'Antihypertensive']"
785,Plate03,A18,Plate10,A09,Sulfadimethoxine,Prestw-728,122-11-2,C12H14N4O4S,"['Infectiology', 'Metabolism']",['Antibacterial']
786,Plate03,A19,Plate09,A10,Etanidazole,Prestw-649,22668-01-5,C7H10N4O4,['Oncology'],"['Antineoplastic', 'Chemosensitizer']"
787,Plate03,A20,Plate10,A10,Sulfanilamide,Prestw-729,63-74-1,C6H8N2O2S,"['Infectiology', 'Metabolism']",['Antibacterial']
788,Plate03,A21,Plate09,A11,Pinaverium bromide,Prestw-1601,53251-94-8,C26H41Br2NO4,['Neuromuscular'],['Antispastic']
789,Plate03,A22,Plate10,A11,Balsalazide Sodium,Prestw-730,80573-04-2,C17H13N3Na2O6,['Gastroenterology'],['Anti-inflammatory']
790,Plate03,A23,Plate09,A12,DMSO,nan,nan,nan,,
791,Plate03,A24,Plate10,A12,DMSO,nan,nan,nan,,
792,Plate03,B01,Plate11,A01,DMSO,nan,nan,nan,,
793,Plate03,B02,Plate12,A01,DMSO,nan,nan,nan,,
794,Plate03,B03,Plate11,A02,Carbinoxamine maleate salt,Prestw-801,3505-38-2,C20H23ClN2O5,"['Allergology', 'Metabolism']",['Antihistaminic']
795,Plate03,B04,Plate12,A02,Niacin,Prestw-881,59-67-6,C6H5NO2,['Cardiovascular'],"['Antilipemic', 'Vasodilator']"
796,Plate03,B05,Plate11,A03,Methazolamide,Prestw-802,554-57-4,C5H8N4O3S2,"['Metabolism', 'Ophthalmology']","['Antiglaucoma', 'Diuretic']"
797,Plate03,B06,Plate12,A03,Bemegride,Prestw-882,64-65-3,C8H13NO2,"['Central Nervous System', 'Respiratory']",['CNS stimulant']
798,Plate03,B07,Plate11,A04,Pyrithyldione,Prestw-803,77-04-3,C9H13NO2,['Central Nervous System'],"['Hypnotic', 'Sedative']"
799,Plate03,B08,Plate12,A04,Digoxigenin,Prestw-883,1672-46-4,C23H34O5,['Diagnostic'],[nan]
800,Plate03,B09,Plate11,A05,Spectinomycin dihydrochloride,Prestw-804,21736-83-4,C14H26Cl2N2O7,"['Metabolism', 'Infectiology']",['Antibacterial']
801,Plate03,B10,Plate12,A05,Meglumine,Prestw-884,6284-40-8,C7H17NO5,"['Metabolism', 'Respiratory']","['Antileishmanial', 'Antiseptic', 'Expectorant']"
802,Plate03,B11,Plate11,A06,Piromidic acid,Prestw-805,19562-30-2,C14H16N4O3,"['Metabolism', 'Infectiology']",['Antibacterial']
803,Plate03,B12,Plate12,A06,Dolasetron mesilate,Prestw-1510,115956-13-3,C20H26N2O7S,['Central Nervous System'],['Antiemetic']
804,Plate03,B13,Plate11,A07,Trimipramine maleate salt,Prestw-806,521-78-8,C24H30N2O4,['Central Nervous System'],['Antidepressant']
805,Plate03,B14,Plate12,A07,Clioquinol,Prestw-886,130-26-7,C9H5ClINO,['Metabolism'],"['Antiamebic', 'Antifungal', 'Antiseptic']"
806,Plate03,B15,Plate11,A08,Chloropyramine hydrochloride,Prestw-807,6170-42-9,C16H21Cl2N3,['Allergology'],['Antihistaminic']
807,Plate03,B16,Plate12,A08,Oxybenzone,Prestw-887,131-57-7,C14H12O3,['Dermatology'],[nan]
808,Plate03,B17,Plate11,A09,Furazolidone,Prestw-808,67-45-8,C8H7N3O5,['Metabolism'],[nan]
809,Plate03,B18,Plate12,A09,Promethazine hydrochloride,Prestw-888,58-33-3,C17H21ClN2S,"['Allergology', 'Central Nervous System']","['Antihistaminic', 'Sedative']"
810,Plate03,B19,Plate11,A10,Dichlorphenamide,Prestw-809,120-97-8,C6H6Cl2N2O4S2,['Ophthalmology'],['Antiglaucoma']
811,Plate03,B20,Plate12,A10,Diacerein,Prestw-1167,13739-02-1,C19H12O8,['Immunology'],['Antiarthritic']
812,Plate03,B21,Plate11,A11,Sulconazole nitrate,Prestw-810,61318-91-0,C18H16Cl3N3O3S,['Metabolism'],['Antifungal']
813,Plate03,B22,Plate12,A11,Esmolol hydrochloride,Prestw-1137,81161-17-3,C16H26ClNO4,['Cardiovascular'],['Antiarrhythmic']
814,Plate03,B23,Plate11,A12,DMSO,nan,nan,nan,,
815,Plate03,B24,Plate12,A12,DMSO,nan,nan,nan,,
816,Plate03,C01,Plate09,B01,DMSO,nan,nan,nan,,
817,Plate03,C02,Plate10,B01,DMSO,nan,nan,nan,,
818,Plate03,C03,Plate09,B02,Glimepiride,Prestw-651,93479-97-1,C24H34N4O5S,['Endocrinology'],['Antidiabetic']
819,Plate03,C04,Plate10,B02,Sulfaquinoxaline sodium salt,Prestw-731,967-80-6,C14H11N4NaO2S,"['Infectiology', 'Metabolism']",['Antibacterial']
820,Plate03,C05,Plate09,B03,Picrotoxinin,Prestw-652,17617-45-7,C15H16O6,['Central Nervous System'],['Analeptic']
821,Plate03,C06,Plate10,B03,Streptozotocin,Prestw-732,18883-66-4,C8H15N3O7,['Oncology'],['Antineoplastic']
822,Plate03,C07,Plate09,B04,Mepenzolate bromide,Prestw-653,76-90-4,C21H26BrNO3,['Neuromuscular'],"['Antispastic', 'Antiulcer']"
823,Plate03,C08,Plate10,B04,"Metoprolol-(+,-) (+)-tartrate salt",Prestw-733,56392-17-7,C34H56N2O12,['Cardiovascular'],"['Antiarrhythmic', 'Antihypertensive']"
824,Plate03,C09,Plate09,B05,Benfotiamine,Prestw-654,22457-89-2,C19H23N4O6PS,['Metabolism'],[nan]
825,Plate03,C10,Plate10,B05,Flumethasone,Prestw-734,2135-17-3,C22H28F2O5,['Metabolism'],['Anti-inflammatory']
826,Plate03,C11,Plate09,B06,Halcinonide,Prestw-655,3093-35-4,C24H32ClFO5,"['Dermatology', 'Endocrinology']","['Anti-inflammatory', 'Antipruritic']"
827,Plate03,C12,Plate10,B06,Flecainide acetate,Prestw-735,54143-56-5,C19H24F6N2O5,['Cardiovascular'],['Antiarrhythmic']
828,Plate03,C13,Plate09,B07,Lanatoside C,Prestw-656,17575-22-3,C49H76O20,['Cardiovascular'],['Cardiotonic']
829,Plate03,C14,Plate10,B07,Cefazolin sodium salt,Prestw-736,27164-46-1,C14H13N8NaO4S3,"['Metabolism', 'Infectiology']",['Antibacterial']
830,Plate03,C15,Plate09,B08,Benzamil hydrochloride,Prestw-657,2898-76-2,C13H15Cl2N7O,['Metabolism'],"['Antihypertensive', 'Diuretic']"
831,Plate03,C16,Plate10,B08,Trimetozine,Prestw-1702,635-41-6,C14H19NO5,['Central Nervous System'],['Sedative']
832,Plate03,C17,Plate09,B09,Suxibuzone,Prestw-658,27470-51-5,C24H26N2O6,"['Central Nervous System', 'Metabolism']","['Analgesic', 'Anti-inflammatory', 'Antipyretic']"
833,Plate03,C18,Plate10,B09,Folinic acid calcium salt,Prestw-738,6035-45-6,C20H21CaN7O7,['Hematology'],['Antianemic']
834,Plate03,C19,Plate09,B10,6-Furfurylaminopurine,Prestw-659,525-79-1,C10H9N5O,"['Dermatology', 'Metabolism']",[nan]
835,Plate03,C20,Plate10,B10,Levonordefrin,Prestw-739,829-74-3,C9H13NO3,['Cardiovascular'],['Vasoconstrictor']
836,Plate03,C21,Plate09,B11,Avermectin B1a,Prestw-660,71751-41-2,C48H72O14,['Infectiology'],['Antihelmintic']
837,Plate03,C22,Plate10,B11,Ebselen,Prestw-740,60940-34-3,C13H9NOSe,['Metabolism'],['Anti-inflammatory']
838,Plate03,C23,Plate09,B12,DMSO,nan,nan,nan,,
839,Plate03,C24,Plate10,B12,DMSO,nan,nan,nan,,
840,Plate03,D01,Plate11,B01,DMSO,nan,nan,nan,,
841,Plate03,D02,Plate12,B01,DMSO,nan,nan,nan,,
842,Plate03,D03,Plate11,B02,Auranofin,Prestw-1233,34031-32-8,C20H34AuO9PS,['Metabolism'],['Analgesic']
843,Plate03,D04,Plate12,B02,Cortisol acetate,Prestw-1486,50-03-3,C23H32O6,['Metabolism'],['Anti-inflammatory']
844,Plate03,D05,Plate11,B03,Cromolyn disodium salt,Prestw-812,15826-37-6,C23H14Na2O11,"['Allergology', 'Metabolism', 'Respiratory']","['Antiasthmatic', 'Anti-inflammatory']"
845,Plate03,D06,Plate12,B03,Flubendazol,Prestw-1416,31430-15-6,C16H12FN3O3,['Metabolism'],[nan]
846,Plate03,D07,Plate11,B04,Bucladesine sodium salt,Prestw-813,16980-89-5,C18H23N5NaO8P,['Cardiovascular'],[nan]
847,Plate03,D08,Plate12,B04,Felbinac,Prestw-893,5728-52-9,C14H12O2,"['Central Nervous System', 'Metabolism']","['Analgesic', 'Anti-inflammatory']"
848,Plate03,D09,Plate11,B05,Cefsulodin sodium salt,Prestw-814,52152-93-9,C22H19N4NaO8S2,"['Metabolism', 'Infectiology']",['Antibacterial']
849,Plate03,D10,Plate12,B05,Butylparaben,Prestw-894,94-26-8,C11H14O3,['Metabolism'],['Antifungal']
850,Plate03,D11,Plate11,B06,Fosfosal,Prestw-815,6064-83-1,C7H7O6P,['Central Nervous System'],['Analgesic']
851,Plate03,D12,Plate12,B06,Aminohippuric acid,Prestw-895,61-78-9,C9H10N2O3,['Diagnostic'],[nan]
852,Plate03,D13,Plate11,B07,Suprofen,Prestw-816,40828-46-4,C14H12O3S,"['Central Nervous System', 'Metabolism']","['Analgesic', 'Anti-inflammatory']"
853,Plate03,D14,Plate12,B07,N-Acetyl-L-leucine,Prestw-896,1188-21-2,C8H15NO3,['Central Nervous System'],['Antivertigo']
854,Plate03,D15,Plate11,B08,Deflazacort,Prestw-1509,14484-47-0,C25H31NO6,"['Immunology', 'Metabolism']","['Anti-inflammatory', 'Immunosuppressant']"
855,Plate03,D16,Plate12,B08,Pipemidic acid,Prestw-897,51940-44-4,C14H17N5O3,"['Metabolism', 'Infectiology']",['Antibacterial']
856,Plate03,D17,Plate11,B09,Nadolol,Prestw-818,42200-33-9,C17H27NO4,['Cardiovascular'],"['Antianginal', 'Antihypertensive']"
857,Plate03,D18,Plate12,B09,Dioxybenzone,Prestw-898,131-53-3,C14H12O4,['Dermatology'],[nan]
858,Plate03,D19,Plate11,B10,Moxalactam disodium salt,Prestw-819,64953-12-4,C20H18N6Na2O9S,"['Metabolism', 'Infectiology']",['Antibacterial']
859,Plate03,D20,Plate12,B10,Adrenosterone,Prestw-899,382-45-6,C19H24O3,['Endocrinology'],[nan]
860,Plate03,D21,Plate11,B11,Aminophylline,Prestw-820,317-34-0,C16H24N10O4,"['Cardiovascular', 'Central Nervous System', 'Metabolism', 'Respiratory']","['Bronchodilator', 'CNS Stimulant', 'Diuretic', 'Muscle relaxant', 'Vasodilator']"
861,Plate03,D22,Plate12,B11,Methylatropine nitrate,Prestw-900,52-88-0,C18H26N2O6,"['Neuromuscular', 'Ophthalmology']","['Antispastic', 'Mydriatic']"
862,Plate03,D23,Plate11,B12,DMSO,nan,nan,nan,,
863,Plate03,D24,Plate12,B12,DMSO,nan,nan,nan,,
864,Plate03,E01,Plate09,C01,DMSO,nan,nan,nan,,
865,Plate03,E02,Plate10,C01,DMSO,nan,nan,nan,,
866,Plate03,E03,Plate09,C02,Pranlukast,Prestw-1317,103177-37-3,C27H23N5O4,['Respiratory'],['Antiasthmatic']
867,Plate03,E04,Plate10,C02,Nadide,Prestw-741,53-84-9,C21H27N7O14P2,['Metabolism'],[nan]
868,Plate03,E05,Plate09,C03,"D,L-Penicillamine",Prestw-1477,52-66-4,C5H11NO2S,['Central Nervous System'],['Analgesic']
869,Plate03,E06,Plate10,C03,Sulfamethizole,Prestw-742,144-82-1,C9H10N4O2S2,"['Metabolism', 'Infectiology']",['Antibacterial']
870,Plate03,E07,Plate09,C04,Zileuton,Prestw-1365,111406-87-2,C11H12N2O2S,['Respiratory'],['Antiasthmatic']
871,Plate03,E08,Plate10,C04,Medrysone,Prestw-743,2668-66-8,C22H32O3,['Metabolism'],['Anti-inflammatory']
872,Plate03,E09,Plate09,C05,Loratadine,Prestw-1432,79794-75-5,C22H23ClN2O2,['Allergology'],['Antihistaminic']
873,Plate03,E10,Plate10,C05,Flunixin meglumine,Prestw-744,42461-84-7,C21H28F3N3O7,"['Central Nervous System', 'Metabolism']","['Analgesic', 'Anti-inflammatory', 'Antipyretic']"
874,Plate03,E11,Plate09,C06,Tetraethylenepentamine pentahydrochloride,Prestw-1387,4961-41-5,C8H28Cl5N5,['Metabolism'],['Antilipemic']
875,Plate03,E12,Plate10,C06,Spiramycin,Prestw-745,8025-81-8,C43H73N2O14R,"['Metabolism', 'Infectiology']",['Antibacterial']
876,Plate03,E13,Plate09,C07,Nisoldipine,Prestw-666,63675-72-9,C20H24N2O6,['Cardiovascular'],"['Antianginal', 'Antihypertensive']"
877,Plate03,E14,Plate10,C07,Glycopyrrolate,Prestw-746,596-51-0,C19H28BrNO3,"['Gastroenterology', 'Neuromuscular']",['Antispastic']
878,Plate03,E15,Plate09,C08,Acefylline,Prestw-1507,652-37-9,C9H10N4O4,['Central Nervous System'],['CNS Stimulant']
879,Plate03,E16,Plate10,C08,Aprepitant,Prestw-1600,170729-80-3,C23H21F7N4O3,['Metabolism'],['Antiemetic']
880,Plate03,E17,Plate09,C09,Acitretin,Prestw-1165,55079-83-9,C21H26O3,['Dermatology'],['Antipsoriatic']
881,Plate03,E18,Plate10,C09,Monensin sodium salt,Prestw-748,22373-78-0,C36H61NaO11,['Infectiology'],['Antibacterial']
882,Plate03,E19,Plate09,C10,Zonisamide,Prestw-1162,68291-97-4,C8H8N2O3S,['Central Nervous System'],['Anticonvulsant']
883,Plate03,E20,Plate10,C10,Isoetharine mesylate salt,Prestw-749,7279-75-6,C14H25NO6S,['Respiratory'],['Bronchodilator']
884,Plate03,E21,Plate09,C11,Irsogladine maleate,Prestw-1173,84504-69-8,C13H11Cl2N5O4,['Metabolism'],['Antiulcer']
885,Plate03,E22,Plate10,C11,"Mevalonic-D, L acid lactone",Prestw-750,674-26-0,C6H10O3,['Cardiovascular'],['Antilipemic']
886,Plate03,E23,Plate09,C12,DMSO,nan,nan,nan,,
887,Plate03,E24,Plate10,C12,DMSO,nan,nan,nan,,
888,Plate03,F01,Plate11,C01,DMSO,nan,nan,nan,,
889,Plate03,F02,Plate12,C01,DMSO,nan,nan,nan,,
890,Plate03,F03,Plate11,C02,Azlocillin sodium salt,Prestw-821,37091-65-9,C20H22N5NaO6S,"['Metabolism', 'Infectiology']",['Antibacterial']
891,Plate03,F04,Plate12,C02,Hymecromone,Prestw-901,90-33-5,C10H8O3,['Metabolism'],['Muscle relaxant']
892,Plate03,F05,Plate11,C03,Clidinium bromide,Prestw-822,3485-62-9,C22H26BrNO3,['Neuromuscular'],['Antispastic']
893,Plate03,F06,Plate12,C03,Abacavir Sulfate,Prestw-1512,188062-50-2,C28H38N12O6S,"['Infectiology', 'Metabolism']",['Antiviral']
894,Plate03,F07,Plate11,C04,Sulfamonomethoxine,Prestw-823,1220-83-3,C11H12N4O3S,['Metabolism'],['Antibacterial']
895,Plate03,F08,Plate12,C04,Diloxanide furoate,Prestw-903,3736-81-0,C14H11Cl2NO4,['Metabolism'],['Antiamebic']
896,Plate03,F09,Plate11,C05,Benzthiazide,Prestw-824,91-33-8,C15H14ClN3O4S3,['Cardiovascular'],"['Antihypertensive', 'Diuretic']"
897,Plate03,F10,Plate12,C05,Metyrapone,Prestw-904,54-36-4,C14H14N2O,['Endocrinology'],[nan]
898,Plate03,F11,Plate11,C06,Trichlormethiazide,Prestw-825,133-67-5,C8H8Cl3N3O4S2,['Cardiovascular'],"['Antihypertensive', 'Diuretic']"
899,Plate03,F12,Plate12,C06,Urapidil hydrochloride,Prestw-905,64887-14-5,C20H30ClN5O3,['Cardiovascular'],"['Antihypertensive', 'Vasodilator']"
900,Plate03,F13,Plate11,C07,Oxalamine citrate salt,Prestw-826,1949-20-8,C20H27N3O8,"['Central Nervous System', 'Metabolism', 'Respiratory']","['Anti-inflammatory', 'Antispastic', 'Antitussive']"
901,Plate03,F14,Plate12,C07,Fluspirilen,Prestw-906,1841-19-6,C29H31F2N3O,['Central Nervous System'],['Antipsychotic']
902,Plate03,F15,Plate11,C08,Propantheline bromide,Prestw-827,50-34-0,C23H30BrNO3,['Neuromuscular'],['Antispastic']
903,Plate03,F16,Plate12,C08,S-(+)-ibuprofen,Prestw-907,51146-56-6,C13H18O2,"['Central Nervous System', 'Metabolism']","['Analgesic', 'Anti-inflammatory']"
904,Plate03,F17,Plate11,C09,Viloxazine hydrochloride,Prestw-1361,35604-67-2,C13H20ClNO3,['Central Nervous System'],['Antidepressant']
905,Plate03,F18,Plate12,C09,Ethynodiol diacetate,Prestw-908,297-76-7,C24H32O4,['Endocrinology'],['Contraceptive']
906,Plate03,F19,Plate11,C10,Dimethadione,Prestw-829,695-53-4,C5H7NO3,['Central Nervous System'],['Anticonvulsant']
907,Plate03,F20,Plate12,C10,Nabumetone,Prestw-909,42924-53-8,C15H16O2,"['Central Nervous System', 'Metabolism']","['Analgesic', 'Anti-inflammatory']"
908,Plate03,F21,Plate11,C11,Ethaverine hydrochloride,Prestw-830,985-13-7,C24H30ClNO4,['Central Nervous System'],['Antispastic']
909,Plate03,F22,Plate12,C11,Nisoxetine hydrochloride,Prestw-910,57754-86-6,C17H22ClNO2,['Central Nervous System'],['Antidepressant']
910,Plate03,F23,Plate11,C12,DMSO,nan,nan,nan,,
911,Plate03,F24,Plate12,C12,DMSO,nan,nan,nan,,
912,Plate03,G01,Plate09,D01,DMSO,nan,nan,nan,,
913,Plate03,G02,Plate10,D01,DMSO,nan,nan,nan,,
914,Plate03,G03,Plate09,D02,Dydrogesterone,Prestw-671,152-62-5,C21H28O2,['Endocrinology'],['Progestogen']
915,Plate03,G04,Plate10,D02,Terazosin hydrochloride,Prestw-751,63590-64-7,C19H26ClN5O4,['Cardiovascular'],['Antihypertensive']
916,Plate03,G05,Plate09,D03,Sumatriptan succinate,Prestw-1346,103628-48-4,C18H27N3O6S,['Central Nervous System'],['Antimigraine']
917,Plate03,G06,Plate10,D03,Phenazopyridine hydrochloride,Prestw-752,136-40-3,C11H12ClN5,['Central Nervous System'],['Analgesic']
918,Plate03,G07,Plate09,D04,Opipramol dihydrochloride,Prestw-1456,909-39-7,C23H31Cl2N3O,['Central Nervous System'],"['Antidepressant', 'Antipsychotic']"
919,Plate03,G08,Plate10,D04,Demeclocycline hydrochloride,Prestw-753,64-73-3,C21H22Cl2N2O8,"['Metabolism', 'Infectiology']",['Antibacterial']
920,Plate03,G09,Plate09,D05,Nalidixic acid sodium salt,Prestw-1447,3374-05-8,C12H11N2NaO3,"['Infectiology', 'Metabolism']",['Antibacterial']
921,Plate03,G10,Plate10,D05,Fenoprofen calcium salt dihydrate,Prestw-754,53746-45-5,C30H30CaO8,['Metabolism'],['Anti-inflammatory']
922,Plate03,G11,Plate09,D06,Oxacillin sodium,Prestw-1475,1173-88-2,C19H18N3NaO5S,"['Infectiology', 'Metabolism']",['Antibacterial']
923,Plate03,G12,Plate10,D06,Piperacillin sodium salt,Prestw-755,59703-84-3,C23H26N5NaO7S,"['Metabolism', 'Infectiology']",['Antibacterial']
924,Plate03,G13,Plate09,D07,Beta-Escin,Prestw-676,11072-93-8,C55H86O24,"['Metabolism', 'Oncology']","['Antineoplastic', 'Diuretic']"
925,Plate03,G14,Plate10,D07,Diethylstilbestrol,Prestw-756,56-53-1,C18H20O2,"['Endocrinology', 'Oncology']",[nan]
926,Plate03,G15,Plate09,D08,Thiamine hydrochloride,Prestw-631,67-03-8,C12H18Cl2N4OS,"['Immunology', 'Metabolism']",['Immunostimulant']
927,Plate03,G16,Plate10,D08,Chlorotrianisene,Prestw-757,569-57-3,C23H21ClO3,"['Endocrinology', 'Oncology']",['Antineoplastic']
928,Plate03,G17,Plate09,D09,Tazobactam,Prestw-1349,89786-04-9,C10H12N4O5S,"['Infectiology', 'Metabolism']",['Antibacterial']
929,Plate03,G18,Plate10,D09,Ribostamycin sulfate salt,Prestw-758,53797-35-6,C17H36N4O14S,"['Metabolism', 'Infectiology']",['Antibacterial']
930,Plate03,G19,Plate09,D10,Ibandronate sodium ,Prestw-1285,114084-78-5,C9H22NNaO7P2,['Metabolism'],['Antiosteoporetic']
931,Plate03,G20,Plate10,D10,Methacholine chloride,Prestw-759,62-51-1,C8H18ClNO2,"['Diagnostic', 'Respiratory']",[nan]
932,Plate03,G21,Plate09,D11,Warfarin,Prestw-1363,81-81-2,C19H16O4,['Hematology'],['Anticoagulant']
933,Plate03,G22,Plate10,D11,Pipenzolate bromide,Prestw-760,125-51-9,C22H28BrNO3,"['Gastroenterology', 'Neuromuscular']",['Antispastic']
934,Plate03,G23,Plate09,D12,DMSO,nan,nan,nan,,
935,Plate03,G24,Plate10,D12,DMSO,nan,nan,nan,,
936,Plate03,H01,Plate11,D01,DMSO,nan,nan,nan,,
937,Plate03,H02,Plate12,D01,DMSO,nan,nan,nan,,
938,Plate03,H03,Plate11,D02,Butacaine,Prestw-831,149-16-6,C18H30N2O2,['Dermatology'],['Anesthetic']
939,Plate03,H04,Plate12,D02,(+)-Isoproterenol (+)-bitartrate salt,Prestw-911,14638-70-1,C15H23NO9,['Respiratory'],"['Antiasthmatic', 'Bronchodilator', 'Vasodilator']"
940,Plate03,H05,Plate11,D03,Cefoxitin sodium salt,Prestw-832,33564-30-6,C16H16N3NaO7S2,"['Metabolism', 'Infectiology']",['Antibacterial']
941,Plate03,H06,Plate12,D03,Monobenzone,Prestw-912,103-16-2,C13H12O2,['Dermatology'],[nan]
942,Plate03,H07,Plate11,D04,Ifosfamide,Prestw-833,3778-73-2,C7H15Cl2N2O2P,['Oncology'],['Antineoplastic']
943,Plate03,H08,Plate12,D04,2-Aminobenzenesulfonamide,Prestw-913,3306-62-5,C6H8N2O2S,['Metabolism'],['Diuretic']
944,Plate03,H09,Plate11,D05,Novobiocin sodium salt,Prestw-834,1476-53-5,C31H35N2NaO11,"['Metabolism', 'Infectiology']",['Antibacterial']
945,Plate03,H10,Plate12,D05,Estrone,Prestw-914,53-16-7,C18H22O2,['Endocrinology'],[nan]
946,Plate03,H11,Plate11,D06,"Tetrahydroxy-1,4-quinone hydrate",Prestw-835,123334-16-7,C6H6O7,['Dermatology'],['Keratolytic']
947,Plate03,H12,Plate12,D06,Lorglumide sodium salt,Prestw-915,97964-56-2,C22H31Cl2N2NaO4,['Metabolism'],['Antiulcer']
948,Plate03,H13,Plate11,D07,Indoprofen,Prestw-836,31842-01-0,C17H15NO3,"['Central Nervous System', 'Metabolism']","['Analgesic', 'Anti-inflammatory']"
949,Plate03,H14,Plate12,D07,Nitrendipine,Prestw-916,39562-70-4,C18H20N2O6,['Cardiovascular'],['Antihypertensive']
950,Plate03,H15,Plate11,D08,Carbenoxolone disodium salt,Prestw-837,7421-40-1,C34H48Na2O7,['Metabolism'],['Antiulcer']
951,Plate03,H16,Plate12,D08,Flurbiprofen,Prestw-917,5104-49-4,C15H13FO2,"['Central Nervous System', 'Metabolism']","['Analgesic', 'Anti-inflammatory']"
952,Plate03,H17,Plate11,D09,Iocetamic acid,Prestw-838,16034-77-8,C12H13I3N2O3,['Diagnostic'],['Contrastant']
953,Plate03,H18,Plate12,D09,Nimodipine,Prestw-918,66085-59-4,C21H26N2O7,['Cardiovascular'],['Vasodilator']
954,Plate03,H19,Plate11,D10,Ganciclovir,Prestw-839,82410-32-0,C9H13N5O4,['Metabolism'],['Antiviral']
955,Plate03,H20,Plate12,D10,Bacitracin,Prestw-919,1405-87-4,C66H103N17O16S,['Metabolism'],['Antibacterial']
956,Plate03,H21,Plate11,D11,Ethopropazine hydrochloride,Prestw-840,1094-08-2,C19H25ClN2S,['Central Nervous System'],['Antiparkinsonian']
957,Plate03,H22,Plate12,D11,L(-)-vesamicol hydrochloride,Prestw-920,112709-59-8,C17H26ClNO,['Neuromuscular'],[nan]
958,Plate03,H23,Plate11,D12,DMSO,nan,nan,nan,,
959,Plate03,H24,Plate12,D12,DMSO,nan,nan,nan,,
960,Plate03,I01,Plate09,E01,DMSO,nan,nan,nan,,
961,Plate03,I02,Plate10,E01,DMSO,nan,nan,nan,,
962,Plate03,I03,Plate09,E02,Pranoprofen,Prestw-1318,52549-17-4,C15H13NO3,['Metabolism'],['Anti-inflammatory']
963,Plate03,I04,Plate10,E02,Butamben,Prestw-761,94-25-7,C11H15NO2,['Central Nervous System'],['Anesthetic']
964,Plate03,I05,Plate09,E03,Secnidazole,Prestw-1340,3366-95-8,C7H11N3O3,"['Infectiology', 'Metabolism']",['Antiamebic']
965,Plate03,I06,Plate10,E03,Sulfapyridine,Prestw-762,144-83-2,C11H11N3O2S,"['Metabolism', 'Infectiology']",['Antibacterial']
966,Plate03,I07,Plate09,E04,Pempidine tartrate,Prestw-683,546-48-5,C14H27NO6,['Cardiovascular'],"['Antihypotensive', 'Vasodilator']"
967,Plate03,I08,Plate10,E04,Meclofenoxate hydrochloride,Prestw-763,3685-84-5,C12H17Cl2NO3,['Central Nervous System'],['CNS Stimulant']
968,Plate03,I09,Plate09,E05,Clodronate,Prestw-1381,22560-50-5,CH2Cl2Na2O6P2,['Metabolism'],[nan]
